Pickup Location,Request to Pickup,Hour of Day,Time of Day,Month of Year
158,399.0,12,afternoon,8
113,620.0,13,afternoon,11
79,222.0,15,afternoon,7
80,203.0,9,morning,8
7,205.0,2,night,2
106,140.0,13,afternoon,1
250,-500.00000000000006,11,morning,7
232,414.0,13,afternoon,5
216,158.0,10,morning,2
245,372.0,7,morning,8
262,305.0,13,afternoon,10
227,196.0,23,night,8
254,607.0,15,afternoon,3
36,156.0,15,afternoon,6
198,243.00000000000003,23,night,4
77,433.0,13,afternoon,12
130,158.0,18,evening,2
63,362.0,1,night,1
85,657.0,6,morning,7
188,391.0,16,afternoon,5
130,160.0,14,afternoon,8
144,298.0,14,afternoon,6
164,286.0,0,night,7
143,108.0,10,morning,12
168,188.0,0,night,7
198,134.0,14,afternoon,1
215,157.0,10,morning,5
244,139.0,11,morning,7
198,345.0,9,morning,12
230,614.0,21,night,3
261,388.0,15,afternoon,3
170,60.00000000000001,14,afternoon,5
90,143.0,22,night,6
148,152.0,18,evening,1
98,241.00000000000003,6,morning,3
228,107.0,15,afternoon,4
61,298.0,21,night,11
132,92.0,5,night,1
197,261.0,11,morning,4
147,208.0,16,afternoon,2
37,410.0,11,morning,8
138,334.0,15,afternoon,11
216,297.0,3,night,7
255,300.0,17,evening,9
237,84.0,18,evening,4
68,204.0,19,evening,12
26,111.0,11,morning,12
97,209.0,15,afternoon,2
205,365.0,21,night,3
173,292.0,15,afternoon,2
116,309.0,6,morning,2
162,438.0,21,night,3
87,125.0,15,afternoon,8
142,168.0,13,afternoon,1
45,429.0,11,morning,11
205,327.0,13,afternoon,3
41,275.0,21,night,8
262,131.0,11,morning,8
70,250.00000000000003,12,afternoon,2
230,188.0,21,night,12
68,343.0,19,evening,6
148,138.0,1,night,2
164,530.0,23,night,7
17,344.0,7,morning,8
188,250.00000000000003,14,afternoon,8
80,353.0,1,night,8
234,86.0,16,afternoon,2
100,246.00000000000003,16,afternoon,1
183,357.0,0,night,2
80,196.0,0,night,1
74,366.0,15,afternoon,7
181,240.00000000000003,7,morning,10
160,315.0,23,night,8
32,114.0,12,afternoon,6
261,189.0,16,afternoon,6
233,-917.0,6,morning,12
191,472.00000000000006,9,morning,6
205,220.0,8,morning,3
249,133.0,1,night,3
234,151.0,21,night,2
39,245.00000000000003,16,afternoon,8
177,271.0,0,night,3
161,96.0,11,morning,1
113,307.0,14,afternoon,6
68,236.00000000000003,20,night,1
227,175.0,13,afternoon,1
182,180.0,21,night,3
205,374.0,22,night,1
138,348.0,11,morning,1
230,195.0,16,afternoon,5
33,280.0,13,afternoon,5
93,1493.0,22,night,9
108,173.0,18,evening,7
89,383.0,19,evening,11
170,175.0,19,evening,5
68,97.0,19,evening,10
41,135.0,2,night,4
226,124.0,7,morning,8
89,208.0,15,afternoon,5
149,127.0,9,morning,3
215,331.0,19,evening,1
211,263.0,14,afternoon,4
231,244.00000000000003,19,evening,1
71,268.0,2,night,1
249,574.0,2,night,3
255,217.0,13,afternoon,6
222,771.0,7,morning,5
188,158.0,21,night,3
135,257.0,8,morning,7
83,43.0,11,morning,7
140,124.0,9,morning,7
37,450.0,19,evening,4
219,304.0,21,night,5
65,417.0,23,night,12
141,111.0,21,night,12
159,178.0,0,night,10
48,277.0,1,night,6
148,510.00000000000006,12,afternoon,7
226,157.0,21,night,7
62,564.0,21,night,1
166,289.0,19,evening,5
79,424.0,21,night,4
124,308.0,8,morning,1
215,213.0,1,night,3
177,864.0,5,night,4
132,274.0,17,evening,2
263,140.0,17,evening,11
45,129.0,20,night,8
250,215.0,8,morning,4
205,830.0,14,afternoon,6
138,194.0,12,afternoon,10
80,535.0,2,night,3
179,526.0,21,night,5
25,317.0,19,evening,5
92,739.0,18,evening,10
106,102.0,2,night,7
45,225.0,21,night,3
112,202.0,21,night,10
170,-480.00000000000006,7,morning,2
42,532.0,8,morning,6
182,193.0,12,afternoon,4
76,256.0,10,morning,7
127,300.0,3,night,12
36,476.00000000000006,3,night,7
200,157.0,15,afternoon,3
220,245.00000000000003,17,evening,3
61,135.0,18,evening,4
142,162.0,20,night,6
82,330.0,11,morning,11
79,87.0,2,night,3
146,189.0,1,night,3
162,617.0,18,evening,6
112,420.0,22,night,8
17,100.0,1,night,12
32,164.0,17,evening,8
63,122.0,11,morning,7
241,263.0,2,night,3
239,227.0,14,afternoon,5
35,149.0,1,night,9
229,540.0,16,afternoon,7
263,164.0,15,afternoon,3
181,408.0,21,night,1
244,354.0,23,night,5
132,76.0,21,night,12
255,353.0,12,afternoon,1
48,505.00000000000006,14,afternoon,5
162,167.0,19,evening,5
231,132.0,10,morning,4
26,218.0,18,evening,11
129,326.0,8,morning,11
236,201.0,9,morning,2
231,173.0,22,night,4
161,392.0,20,night,10
63,185.0,10,morning,5
48,123.0,8,morning,1
107,524.0,19,evening,8
249,442.0,23,night,7
248,253.00000000000003,0,night,4
65,243.00000000000003,18,evening,8
142,167.0,10,morning,7
192,267.0,19,evening,7
79,252.00000000000003,12,afternoon,5
74,369.0,16,afternoon,3
260,233.00000000000003,8,morning,9
100,450.0,20,night,8
32,186.0,20,night,10
77,241.00000000000003,6,morning,9
216,188.0,21,night,3
161,608.0,19,evening,12
13,135.0,22,night,2
195,198.0,20,night,7
79,314.0,14,afternoon,1
206,624.0,18,evening,12
87,82.0,13,afternoon,9
138,285.0,21,night,5
231,305.0,22,night,5
226,203.0,14,afternoon,3
41,224.0,15,afternoon,2
243,243.00000000000003,21,night,1
145,183.0,0,night,11
89,-635.0,7,morning,5
116,524.0,12,afternoon,7
216,211.0,10,morning,4
100,814.0,21,night,1
137,82.0,16,afternoon,1
7,329.0,22,night,6
121,210.0,23,night,8
248,331.0,10,morning,3
252,158.0,13,afternoon,9
235,396.0,14,afternoon,10
132,315.0,10,morning,5
81,353.0,18,evening,6
86,373.0,10,morning,12
164,639.0,5,night,6
158,161.0,16,afternoon,6
65,261.0,4,night,6
95,288.0,10,morning,3
65,215.0,20,night,7
218,152.0,0,night,6
142,494.00000000000006,2,night,11
170,631.0,23,night,10
80,546.0,3,night,2
241,239.00000000000003,6,morning,11
173,362.0,0,night,8
162,187.0,6,morning,1
86,231.00000000000003,7,morning,11
79,173.0,22,night,7
80,344.0,23,night,4
41,181.0,0,night,4
95,260.0,14,afternoon,3
228,949.0,21,night,8
205,539.0,5,night,8
100,174.0,20,night,1
66,373.0,22,night,6
255,369.0,22,night,8
181,123.0,8,morning,3
205,278.0,9,morning,6
63,312.0,0,night,3
41,450.0,11,morning,6
182,272.0,22,night,1
167,179.0,13,afternoon,2
226,737.0,18,evening,3
89,289.0,14,afternoon,12
119,225.0,14,afternoon,8
36,228.0,0,night,1
232,163.0,18,evening,1
231,197.0,0,night,10
119,503.00000000000006,1,night,3
157,213.0,18,evening,2
198,333.0,11,morning,11
141,283.0,6,morning,3
112,86.0,23,night,2
50,299.0,20,night,10
246,310.0,22,night,9
223,153.0,7,morning,3
229,155.0,18,evening,6
17,265.0,4,night,12
210,376.0,7,morning,3
129,60.00000000000001,1,night,4
262,282.0,18,evening,7
82,-817.0,16,afternoon,7
237,223.0,9,morning,6
100,305.0,21,night,7
76,391.0,12,afternoon,1
138,532.0,20,night,8
48,281.0,19,evening,9
56,224.0,6,morning,2
37,246.00000000000003,12,afternoon,12
164,228.0,7,morning,5
91,169.0,13,afternoon,10
89,165.0,12,afternoon,10
246,540.0,18,evening,6
112,323.0,8,morning,7
198,185.0,19,evening,11
60,339.0,5,night,3
65,481.00000000000006,20,night,4
39,393.0,8,morning,5
211,533.0,16,afternoon,6
254,409.0,14,afternoon,5
246,248.00000000000003,21,night,6
163,369.0,22,night,2
79,798.0,15,afternoon,7
144,204.0,12,afternoon,6
231,574.0,9,morning,4
241,263.0,19,evening,2
238,212.0,23,night,5
36,214.0,2,night,6
237,122.0,18,evening,2
168,217.0,15,afternoon,2
233,312.0,19,evening,1
146,210.0,12,afternoon,12
127,244.00000000000003,4,night,4
262,258.0,17,evening,3
125,312.0,18,evening,2
119,509.00000000000006,10,morning,12
151,532.0,18,evening,5
123,268.0,19,evening,5
64,348.0,0,night,4
236,325.0,6,morning,2
231,356.0,1,night,5
80,405.0,8,morning,8
200,526.0,11,morning,5
100,422.0,10,morning,6
237,165.0,11,morning,2
49,154.0,8,morning,9
250,185.0,10,morning,10
116,313.0,14,afternoon,7
107,761.0,10,morning,11
112,576.0,22,night,8
254,263.0,17,evening,3
62,305.0,6,morning,8
118,170.0,16,afternoon,8
249,770.0,21,night,7
18,183.0,11,morning,6
258,259.0,13,afternoon,5
186,429.0,23,night,4
95,333.0,9,morning,9
246,524.0,19,evening,3
177,617.0,19,evening,2
149,213.0,16,afternoon,11
158,204.0,20,night,6
164,235.00000000000003,2,night,8
249,328.0,3,night,2
87,321.0,23,night,5
121,293.0,10,morning,2
37,263.0,19,evening,11
231,94.0,9,morning,1
21,294.0,8,morning,6
100,278.0,7,morning,10
36,283.0,21,night,6
165,335.0,23,night,2
148,325.0,15,afternoon,7
198,169.0,14,afternoon,5
13,278.0,15,afternoon,8
39,287.0,16,afternoon,9
186,353.0,20,night,5
37,236.00000000000003,0,night,4
161,326.0,22,night,6
48,144.0,14,afternoon,3
226,122.0,9,morning,5
86,-687.0,6,morning,4
132,1073.0,0,night,7
186,859.0,18,evening,12
16,238.00000000000003,13,afternoon,12
162,177.0,18,evening,3
211,186.0,20,night,3
37,188.0,22,night,5
246,512.0,15,afternoon,6
185,182.0,13,afternoon,1
14,371.0,1,night,1
215,257.0,5,night,7
48,237.00000000000003,6,morning,7
70,255.00000000000003,6,morning,5
144,196.0,20,night,5
163,650.0,21,night,9
166,382.0,9,morning,2
237,216.0,9,morning,6
130,88.0,18,evening,11
79,318.0,8,morning,7
71,305.0,14,afternoon,4
202,237.00000000000003,19,evening,3
216,120.0,13,afternoon,2
231,308.0,18,evening,2
87,216.0,16,afternoon,6
90,155.0,0,night,5
132,776.0,9,morning,5
68,192.0,17,evening,8
258,233.00000000000003,7,morning,8
239,219.0,15,afternoon,7
16,36.0,2,night,12
87,294.0,19,evening,3
131,357.0,15,afternoon,5
48,292.0,8,morning,5
112,214.0,4,night,12
188,141.0,0,night,4
208,154.0,21,night,9
231,162.0,10,morning,7
216,271.0,5,night,1
21,361.0,8,morning,3
231,189.0,8,morning,5
259,-792.0,13,afternoon,1
132,587.0,12,afternoon,8
135,270.0,20,night,10
142,255.00000000000003,14,afternoon,7
132,124.0,17,evening,5
217,161.0,20,night,2
239,320.0,22,night,4
66,951.0,18,evening,10
258,206.0,0,night,3
249,331.0,23,night,7
119,496.00000000000006,22,night,5
116,199.0,13,afternoon,9
226,-401.0,8,morning,11
50,345.0,14,afternoon,5
22,305.0,7,morning,2
169,224.0,19,evening,12
133,122.0,6,morning,8
132,90.0,19,evening,6
226,203.0,7,morning,1
75,-802.0,14,afternoon,5
23,560.0,0,night,3
142,394.0,19,evening,7
132,132.0,13,afternoon,4
232,249.00000000000003,9,morning,5
188,402.0,14,afternoon,12
200,290.0,21,night,3
132,458.00000000000006,11,morning,4
51,408.0,9,morning,9
80,262.0,8,morning,5
39,251.00000000000003,21,night,5
259,264.0,10,morning,4
82,232.00000000000003,15,afternoon,6
42,190.0,9,morning,2
48,194.0,21,night,2
73,243.00000000000003,15,afternoon,1
246,141.0,11,morning,3
255,376.0,0,night,3
38,247.00000000000003,18,evening,10
138,172.0,19,evening,5
41,293.0,23,night,11
70,133.0,14,afternoon,2
89,221.0,13,afternoon,6
244,338.0,17,evening,4
135,263.0,10,morning,1
224,575.0,20,night,12
162,223.0,14,afternoon,3
61,688.0,12,afternoon,4
162,513.0,1,night,4
141,594.0,19,evening,2
75,122.0,22,night,3
123,359.0,22,night,9
95,498.00000000000006,7,morning,1
239,186.0,9,morning,4
84,339.0,0,night,6
235,191.0,0,night,5
186,209.0,10,morning,3
203,267.0,12,afternoon,3
222,466.00000000000006,8,morning,2
164,299.0,9,morning,2
164,369.0,12,afternoon,5
164,133.0,13,afternoon,2
132,651.0,15,afternoon,9
127,245.00000000000003,7,morning,5
229,206.0,0,night,4
142,53.0,21,night,2
18,340.0,21,night,5
132,345.0,13,afternoon,3
198,881.0,8,morning,10
48,601.0,22,night,6
170,176.0,1,night,8
142,731.0,22,night,2
138,353.0,12,afternoon,4
89,336.0,11,morning,8
60,325.0,22,night,10
136,249.00000000000003,13,afternoon,5
117,197.0,19,evening,8
159,391.0,15,afternoon,2
9,178.0,7,morning,6
213,345.0,9,morning,2
63,193.0,16,afternoon,12
35,413.0,14,afternoon,6
237,608.0,13,afternoon,5
123,312.0,9,morning,2
236,244.00000000000003,12,afternoon,2
80,156.0,17,evening,8
114,202.0,22,night,8
114,154.0,12,afternoon,7
163,384.0,18,evening,9
125,229.00000000000003,19,evening,6
209,166.0,1,night,1
50,190.0,19,evening,1
225,259.0,16,afternoon,4
244,110.0,8,morning,3
237,145.0,8,morning,9
78,634.0,7,morning,2
60,223.0,13,afternoon,3
160,397.0,15,afternoon,9
129,159.0,8,morning,6
164,357.0,18,evening,1
41,516.0,21,night,6
237,215.0,22,night,4
255,184.0,19,evening,2
234,160.0,7,morning,2
100,291.0,22,night,7
148,406.0,15,afternoon,3
48,442.0,4,night,10
181,390.0,1,night,12
132,469.00000000000006,16,afternoon,9
186,114.0,15,afternoon,6
92,1419.0,22,night,4
145,79.0,9,morning,11
180,224.0,18,evening,10
113,156.0,2,night,8
80,236.00000000000003,11,morning,8
246,176.0,12,afternoon,6
166,173.0,2,night,4
223,448.0,11,morning,4
100,127.0,22,night,8
95,97.0,21,night,2
90,145.0,10,morning,4
237,229.00000000000003,18,evening,12
138,225.0,11,morning,11
218,261.0,18,evening,7
234,219.0,18,evening,5
26,144.0,12,afternoon,6
247,219.0,13,afternoon,1
168,260.0,16,afternoon,2
188,310.0,8,morning,7
32,273.0,13,afternoon,6
233,133.0,10,morning,5
136,168.0,8,morning,3
68,215.0,20,night,6
246,327.0,17,evening,4
7,111.0,20,night,12
168,163.0,14,afternoon,7
60,199.0,13,afternoon,11
250,315.0,18,evening,8
243,-480.00000000000006,23,night,12
112,231.00000000000003,15,afternoon,6
142,69.0,11,morning,8
249,593.0,18,evening,7
225,764.0,18,evening,3
233,596.0,18,evening,3
16,431.0,4,night,8
170,93.0,10,morning,5
238,294.0,4,night,7
186,262.0,20,night,2
71,214.0,3,night,6
247,576.0,8,morning,4
112,232.00000000000003,2,night,12
229,254.00000000000003,9,morning,4
132,491.00000000000006,23,night,8
228,379.0,0,night,1
174,383.0,17,evening,10
97,140.0,22,night,8
119,187.0,2,night,2
17,182.0,17,evening,2
14,251.00000000000003,5,night,9
164,228.0,19,evening,7
127,193.0,17,evening,1
188,158.0,0,night,11
53,204.0,19,evening,7
100,110.0,21,night,3
249,54.0,1,night,6
125,588.0,23,night,9
90,184.0,18,evening,6
32,-552.0,7,morning,8
247,56.0,18,evening,12
174,123.0,18,evening,7
129,211.0,9,morning,8
75,187.0,1,night,7
80,422.0,6,morning,5
17,91.0,14,afternoon,5
231,384.0,19,evening,5
151,205.0,13,afternoon,7
218,207.0,13,afternoon,8
242,298.0,14,afternoon,6
61,205.0,13,afternoon,2
254,227.0,12,afternoon,4
132,787.0,12,afternoon,7
241,245.00000000000003,20,night,2
116,236.00000000000003,15,afternoon,8
132,574.0,23,night,8
161,451.0,20,night,3
138,373.0,17,evening,5
228,155.0,11,morning,9
164,214.0,2,night,9
144,624.0,14,afternoon,11
163,176.0,7,morning,6
236,285.0,12,afternoon,2
117,307.0,18,evening,6
126,330.0,5,night,2
215,760.0,7,morning,11
51,291.0,20,night,4
246,179.0,19,evening,3
49,310.0,9,morning,12
75,321.0,19,evening,5
226,295.0,5,night,8
188,473.00000000000006,18,evening,5
47,405.0,8,morning,7
231,163.0,16,afternoon,4
142,297.0,1,night,1
37,158.0,0,night,4
75,117.0,9,morning,2
234,221.0,7,morning,8
79,253.00000000000003,21,night,5
167,163.0,20,night,3
61,379.0,11,morning,3
149,179.0,14,afternoon,4
181,307.0,13,afternoon,9
247,215.0,15,afternoon,8
79,87.0,11,morning,2
25,386.0,0,night,3
20,452.0,20,night,2
249,360.0,21,night,6
196,1773.0,11,morning,8
219,476.00000000000006,15,afternoon,4
244,98.0,23,night,7
89,172.0,13,afternoon,1
242,504.00000000000006,16,afternoon,11
161,321.0,22,night,6
92,633.0,1,night,2
177,329.0,13,afternoon,4
188,532.0,14,afternoon,1
142,465.00000000000006,6,morning,4
162,186.0,19,evening,12
248,280.0,10,morning,10
102,435.0,11,morning,1
102,178.0,10,morning,11
65,1448.0,15,afternoon,4
22,142.0,23,night,6
102,209.0,8,morning,6
164,105.0,6,morning,4
49,497.00000000000006,4,night,10
97,403.0,13,afternoon,3
226,826.0,13,afternoon,6
48,249.00000000000003,1,night,11
51,779.0,18,evening,9
236,488.00000000000006,6,morning,11
37,200.0,21,night,6
174,240.00000000000003,23,night,12
205,731.0,6,morning,5
140,298.0,15,afternoon,10
262,494.00000000000006,20,night,5
169,174.0,18,evening,1
241,79.0,10,morning,5
114,220.0,13,afternoon,4
234,246.00000000000003,17,evening,2
220,487.00000000000006,19,evening,4
129,195.0,6,morning,8
220,683.0,4,night,6
214,306.0,8,morning,10
81,111.0,9,morning,4
140,457.00000000000006,8,morning,11
140,130.0,18,evening,7
218,210.0,19,evening,8
263,162.0,12,afternoon,12
164,351.0,4,night,1
142,359.0,8,morning,4
146,224.0,8,morning,10
80,307.0,5,night,7
228,222.0,14,afternoon,4
249,129.0,11,morning,7
161,611.0,21,night,5
40,373.0,17,evening,1
155,326.0,9,morning,3
137,112.0,15,afternoon,3
97,303.0,20,night,12
132,132.0,16,afternoon,1
18,247.00000000000003,11,morning,11
215,372.0,13,afternoon,10
231,-481.00000000000006,6,morning,8
255,143.0,11,morning,8
225,305.0,0,night,10
246,345.0,13,afternoon,8
166,246.00000000000003,18,evening,9
189,321.0,0,night,12
50,245.00000000000003,10,morning,3
36,287.0,18,evening,7
205,288.0,20,night,6
33,268.0,17,evening,10
4,201.0,9,morning,3
234,654.0,14,afternoon,9
203,336.0,17,evening,4
107,99.0,21,night,3
230,276.0,10,morning,8
134,411.0,6,morning,1
119,170.0,19,evening,6
215,143.0,21,night,3
127,219.0,17,evening,7
254,183.0,23,night,3
248,210.0,15,afternoon,8
36,642.0,23,night,3
213,168.0,14,afternoon,8
132,162.0,4,night,6
144,163.0,12,afternoon,3
147,70.0,9,morning,12
203,346.0,19,evening,2
65,191.0,16,afternoon,1
49,239.00000000000003,17,evening,4
189,31.000000000000004,8,morning,7
230,125.0,7,morning,10
255,88.0,20,night,3
47,232.00000000000003,5,night,8
75,237.00000000000003,19,evening,9
115,432.0,6,morning,12
117,185.0,1,night,5
35,260.0,17,evening,2
132,391.0,11,morning,11
129,161.0,21,night,1
107,257.0,15,afternoon,3
61,342.0,15,afternoon,5
17,335.0,9,morning,1
28,250.00000000000003,5,night,8
138,467.00000000000006,21,night,5
230,545.0,20,night,7
79,65.0,22,night,1
61,302.0,10,morning,3
241,148.0,22,night,8
34,207.0,16,afternoon,7
132,276.0,13,afternoon,10
168,260.0,23,night,6
41,313.0,22,night,4
255,295.0,20,night,12
87,453.0,17,evening,10
22,266.0,17,evening,5
181,169.0,16,afternoon,2
170,320.0,23,night,10
113,525.0,0,night,6
116,209.0,6,morning,7
223,203.0,18,evening,6
158,179.0,15,afternoon,10
88,277.0,17,evening,1
213,281.0,12,afternoon,11
188,363.0,13,afternoon,8
116,244.00000000000003,6,morning,9
191,205.0,11,morning,4
68,750.0,11,morning,4
183,443.0,15,afternoon,5
78,171.0,10,morning,9
189,323.0,22,night,3
239,-900.0,5,night,5
244,222.0,2,night,2
37,208.0,1,night,3
251,569.0,2,night,7
168,367.0,17,evening,2
159,268.0,9,morning,12
132,449.0,15,afternoon,1
109,171.0,15,afternoon,5
242,201.0,7,morning,11
85,211.0,5,night,3
113,304.0,8,morning,1
134,362.0,13,afternoon,7
162,199.0,9,morning,6
92,226.0,1,night,6
244,367.0,15,afternoon,3
162,408.0,1,night,5
143,285.0,11,morning,2
74,498.00000000000006,21,night,7
95,410.0,19,evening,8
230,782.0,18,evening,9
229,229.00000000000003,7,morning,5
7,552.0,21,night,12
239,271.0,6,morning,5
60,151.0,19,evening,8
40,141.0,13,afternoon,3
116,642.0,10,morning,2
4,45.0,15,afternoon,3
136,219.0,17,evening,2
234,348.0,19,evening,3
205,241.00000000000003,13,afternoon,5
260,146.0,8,morning,10
70,147.0,6,morning,4
48,421.0,23,night,9
158,447.0,17,evening,9
231,312.0,8,morning,1
262,155.0,9,morning,3
258,955.0,7,morning,3
74,233.00000000000003,7,morning,1
216,305.0,8,morning,7
100,138.0,13,afternoon,6
213,136.0,13,afternoon,3
73,117.0,17,evening,12
36,281.0,15,afternoon,6
234,180.0,21,night,1
161,120.0,12,afternoon,6
168,198.0,3,night,5
224,146.0,16,afternoon,8
114,151.0,22,night,8
114,176.0,12,afternoon,2
81,497.00000000000006,7,morning,2
69,318.0,15,afternoon,2
131,182.0,17,evening,2
163,312.0,17,evening,7
224,441.0,7,morning,1
237,123.0,1,night,6
180,191.0,7,morning,1
66,973.0,22,night,6
169,510.00000000000006,16,afternoon,8
247,267.0,4,night,3
241,263.0,18,evening,4
112,239.00000000000003,21,night,11
75,309.0,1,night,11
151,171.0,10,morning,8
241,267.0,6,morning,1
243,225.0,0,night,3
159,386.0,7,morning,9
33,409.0,20,night,4
161,93.0,21,night,10
198,133.0,20,night,3
247,770.0,16,afternoon,5
55,299.0,0,night,8
233,255.00000000000003,9,morning,8
249,88.0,20,night,7
141,188.0,15,afternoon,3
203,239.00000000000003,8,morning,6
198,96.0,18,evening,1
129,314.0,0,night,6
25,337.0,16,afternoon,7
216,138.0,8,morning,2
33,369.0,23,night,3
170,384.0,7,morning,6
77,188.0,20,night,2
231,178.0,13,afternoon,4
114,263.0,19,evening,3
76,274.0,8,morning,1
79,280.0,18,evening,5
60,338.0,1,night,7
25,205.0,12,afternoon,8
234,182.0,19,evening,3
238,268.0,15,afternoon,8
95,270.0,15,afternoon,8
140,650.0,20,night,2
65,381.0,15,afternoon,1
52,987.0,21,night,3
231,235.00000000000003,11,morning,8
162,157.0,22,night,7
55,171.0,14,afternoon,12
249,361.0,0,night,6
116,194.0,4,night,3
166,548.0,7,morning,5
233,287.0,3,night,3
114,341.0,0,night,3
203,515.0,12,afternoon,5
244,138.0,22,night,4
129,155.0,14,afternoon,4
132,281.0,16,afternoon,10
216,169.0,21,night,7
223,210.0,8,morning,2
225,562.0,22,night,12
230,349.0,23,night,3
223,273.0,6,morning,5
200,200.0,13,afternoon,7
3,400.0,14,afternoon,2
225,231.00000000000003,19,evening,6
138,394.0,23,night,12
209,297.0,16,afternoon,6
140,185.0,15,afternoon,1
262,397.0,17,evening,6
87,331.0,13,afternoon,3
229,212.0,9,morning,4
49,364.0,18,evening,3
35,155.0,8,morning,5
189,1105.0,17,evening,7
249,466.00000000000006,6,morning,11
170,159.0,16,afternoon,11
196,165.0,7,morning,9
170,557.0,15,afternoon,6
112,471.00000000000006,21,night,5
102,124.0,8,morning,10
233,162.0,10,morning,8
76,177.0,12,afternoon,7
215,289.0,10,morning,2
132,183.0,9,morning,7
77,307.0,9,morning,1
177,215.0,18,evening,12
256,411.0,3,night,10
153,238.00000000000003,13,afternoon,3
138,348.0,1,night,2
121,90.0,18,evening,11
100,441.0,19,evening,4
132,343.0,16,afternoon,10
148,496.00000000000006,3,night,8
143,116.0,20,night,8
79,94.0,20,night,12
79,274.0,16,afternoon,6
222,288.0,14,afternoon,2
205,562.0,5,night,12
255,134.0,17,evening,1
18,174.0,22,night,3
142,181.0,7,morning,7
236,171.0,23,night,5
51,227.0,10,morning,6
256,312.0,2,night,4
34,242.00000000000003,18,evening,4
226,567.0,15,afternoon,12
37,308.0,5,night,4
233,97.0,19,evening,5
212,158.0,9,morning,1
250,149.0,17,evening,7
230,206.0,15,afternoon,6
25,93.0,17,evening,8
114,739.0,0,night,2
112,922.0,23,night,3
248,307.0,18,evening,12
137,565.0,13,afternoon,1
174,366.0,21,night,6
235,349.0,14,afternoon,12
230,132.0,1,night,2
174,241.00000000000003,5,night,11
263,582.0,6,morning,7
112,191.0,9,morning,2
168,224.0,13,afternoon,7
225,999.0,9,morning,4
114,179.0,18,evening,5
94,142.0,8,morning,1
158,224.0,13,afternoon,1
255,301.0,4,night,3
163,-502.00000000000006,23,night,3
176,207.0,5,night,8
132,162.0,8,morning,12
169,264.0,16,afternoon,7
230,1149.0,20,night,10
101,219.0,10,morning,4
87,428.0,23,night,5
148,222.0,22,night,7
76,523.0,13,afternoon,5
78,147.0,23,night,1
136,478.00000000000006,22,night,5
133,176.0,18,evening,9
220,188.0,6,morning,2
226,177.0,13,afternoon,10
163,260.0,12,afternoon,4
238,147.0,6,morning,3
20,115.0,22,night,4
157,290.0,3,night,2
140,293.0,11,morning,10
246,615.0,22,night,8
249,162.0,23,night,3
131,272.0,8,morning,12
249,273.0,2,night,7
76,234.00000000000003,23,night,5
159,255.00000000000003,0,night,5
149,270.0,18,evening,2
141,268.0,17,evening,11
141,262.0,20,night,4
41,448.0,13,afternoon,2
223,373.0,7,morning,11
205,384.0,12,afternoon,2
119,266.0,15,afternoon,3
132,294.0,13,afternoon,7
78,170.0,1,night,6
231,200.0,8,morning,5
230,614.0,19,evening,5
188,129.0,14,afternoon,1
25,316.0,13,afternoon,4
119,-459.00000000000006,10,morning,12
16,221.0,15,afternoon,7
181,180.0,17,evening,3
22,231.00000000000003,16,afternoon,2
86,501.00000000000006,16,afternoon,7
148,163.0,4,night,4
119,224.0,10,morning,7
151,212.0,9,morning,1
76,182.0,13,afternoon,6
179,249.00000000000003,13,afternoon,7
14,183.0,13,afternoon,2
35,303.0,21,night,11
148,169.0,0,night,4
93,275.0,22,night,4
228,228.0,18,evening,6
234,302.0,20,night,1
148,204.0,22,night,4
84,417.0,7,morning,8
189,354.0,21,night,5
131,-479.00000000000006,8,morning,11
235,907.0,20,night,5
113,362.0,21,night,12
39,360.0,15,afternoon,5
227,597.0,0,night,2
225,420.0,6,morning,5
233,252.00000000000003,10,morning,4
35,295.0,0,night,5
36,500.00000000000006,9,morning,11
224,1556.0,6,morning,11
114,124.0,16,afternoon,11
77,228.0,21,night,8
203,313.0,15,afternoon,2
258,401.0,23,night,3
13,364.0,18,evening,7
79,167.0,21,night,6
246,531.0,17,evening,5
198,210.0,8,morning,3
196,398.0,22,night,2
230,90.0,1,night,7
41,375.0,20,night,6
138,129.0,11,morning,2
235,-430.0,8,morning,2
70,178.0,15,afternoon,1
7,313.0,20,night,12
112,226.0,21,night,5
152,507.00000000000006,23,night,8
258,-691.0,16,afternoon,4
28,190.0,21,night,7
112,450.0,1,night,7
151,327.0,10,morning,8
114,279.0,22,night,4
74,319.0,21,night,4
82,181.0,14,afternoon,7
168,527.0,23,night,6
76,510.00000000000006,23,night,8
208,735.0,19,evening,5
10,225.0,9,morning,8
126,511.00000000000006,10,morning,5
147,200.0,14,afternoon,3
62,356.0,9,morning,12
121,804.0,2,night,10
225,626.0,3,night,7
163,95.0,21,night,10
47,391.0,19,evening,7
143,103.0,17,evening,4
3,333.0,8,morning,10
61,157.0,14,afternoon,8
17,351.0,1,night,5
236,233.00000000000003,21,night,10
89,306.0,5,night,3
181,162.0,10,morning,4
195,476.00000000000006,14,afternoon,7
217,183.0,12,afternoon,12
151,205.0,15,afternoon,10
136,223.0,18,evening,1
231,423.0,21,night,4
188,344.0,5,night,7
7,159.0,11,morning,7
256,327.0,3,night,5
258,117.0,7,morning,7
63,319.0,11,morning,6
144,604.0,6,morning,10
35,391.0,21,night,4
235,326.0,10,morning,4
92,343.0,20,night,12
39,96.0,1,night,8
51,419.0,7,morning,7
